id,name,type,timestamp,severity,description,source,related_assets,related_attacks
event-01651,Maintenance - 1651,Maintenance,2025-09-17T12:48:00Z,critical,Maintenance planifiée: Redémarrage du réseau.,apache,IT-02826,
event-01652,Panne Système - 1652,Panne Système,2025-06-26T06:36:00Z,critical,Panne système: Base de données inaccessible.,sysmon,IT-03364,
event-01653,Panne Système - 1653,Panne Système,2025-06-02T15:06:00Z,medium,Panne système: Réseau indisponible.,sysmon,"IT-05074, IT-08004",
event-01654,Maintenance - 1654,Maintenance,2025-04-16T09:45:00Z,critical,Maintenance planifiée: Mise à jour du serveur.,suricata,"IT-02477, IT-04754",
event-01655,Panne Système - 1655,Panne Système,2025-02-24T07:53:00Z,critical,Panne système: Serveur hors ligne.,apache,IT-04026,
event-01656,Alerte - 1656,Alerte,2025-01-20T05:45:00Z,low,Alerte générée: Tentative de brute-force.,sysmon,"IT-06616, IT-02435",CVE-2025-9633
event-01657,Panne Système - 1657,Panne Système,2025-02-21T07:05:00Z,medium,Panne système: Base de données inaccessible.,suricata,IT-02117,
event-01658,Attaque Détectée - 1658,Attaque Détectée,2025-07-15T20:17:00Z,high,Attaque détectée: Attaque par force brute.,suricata,IT-02687,CVE-2023-2299
event-01659,Attaque Détectée - 1659,Attaque Détectée,2025-04-01T12:06:00Z,critical,Attaque détectée: Tentative de ZeroLogon.,manual,IT-05586,CVE-2025-7091
event-01660,Attaque Détectée - 1660,Attaque Détectée,2025-12-24T08:33:00Z,high,Attaque détectée: Exploitation de Log4Shell.,apache,"IT-00248, IT-07585",T1048
event-01661,Incident - 1661,Incident,2025-02-15T23:54:00Z,medium,Incident détecté: Trafic réseau anormal.,suricata,"IT-08672, IT-08000",T5130
event-01662,Panne Système - 1662,Panne Système,2025-11-08T00:57:00Z,medium,Panne système: Réseau indisponible.,sysmon,"IT-05422, IT-07993",
event-01663,Incident - 1663,Incident,2025-04-20T22:41:00Z,medium,Incident détecté: Exécution de commande suspecte.,firewall,"IT-07348, IT-00507",T1602
event-01664,Attaque Détectée - 1664,Attaque Détectée,2025-05-20T22:18:00Z,medium,Attaque détectée: Exploitation de Log4Shell.,sysmon,"IT-03124, IT-04454",T9365
event-01665,Attaque Détectée - 1665,Attaque Détectée,2025-07-27T03:28:00Z,low,Attaque détectée: Tentative de ZeroLogon.,suricata,"IT-01577, IT-07040",CVE-2021-8462
event-01666,Attaque Détectée - 1666,Attaque Détectée,2025-12-02T20:47:00Z,low,Attaque détectée: Exploitation de Log4Shell.,apache,"IT-07223, IT-07948",T4896
event-01667,Alerte - 1667,Alerte,2025-06-09T11:41:00Z,low,Alerte générée: Tentative de brute-force.,apache,IT-09492,CVE-2022-2051
event-01668,Incident - 1668,Incident,2025-03-31T18:24:00Z,medium,Incident détecté: Accès non autorisé.,manual,"IT-00602, IT-01252",CVE-2023-2007
event-01669,Attaque Détectée - 1669,Attaque Détectée,2025-04-18T00:51:00Z,critical,Attaque détectée: Attaque par force brute.,manual,"IT-07973, IT-09799",CVE-2020-8777
event-01670,Panne Système - 1670,Panne Système,2025-09-22T21:39:00Z,high,Panne système: Serveur hors ligne.,firewall,"IT-07319, IT-01878",
event-01671,Incident - 1671,Incident,2025-08-06T14:03:00Z,medium,Incident détecté: Trafic réseau anormal.,sysmon,"IT-00131, IT-03687",T1048
event-01672,Attaque Détectée - 1672,Attaque Détectée,2025-10-23T08:50:00Z,critical,Attaque détectée: Exploitation de Log4Shell.,firewall,"IT-06571, IT-05272",CVE-2025-8632
event-01673,Alerte - 1673,Alerte,2025-03-07T03:01:00Z,high,Alerte générée: Tentative de brute-force.,sysmon,"IT-07227, IT-01639",T5464
event-01674,Panne Système - 1674,Panne Système,2025-06-20T22:27:00Z,medium,Panne système: Réseau indisponible.,suricata,IT-08896,
event-01675,Maintenance - 1675,Maintenance,2025-04-08T23:49:00Z,critical,Maintenance planifiée: Redémarrage du réseau.,apache,IT-05235,
event-01676,Maintenance - 1676,Maintenance,2025-03-18T01:31:00Z,low,Maintenance planifiée: Sauvegarde des données.,manual,"IT-04955, IT-05357",
event-01677,Incident - 1677,Incident,2025-04-03T19:41:00Z,high,Incident détecté: Exécution de commande suspecte.,manual,IT-04779,T7514
event-01678,Panne Système - 1678,Panne Système,2025-02-13T00:58:00Z,medium,Panne système: Base de données inaccessible.,firewall,"IT-05356, IT-08749",
event-01679,Alerte - 1679,Alerte,2025-08-21T22:52:00Z,medium,Alerte générée: Scan de port.,sysmon,"IT-00594, IT-01924",T3371
event-01680,Attaque Détectée - 1680,Attaque Détectée,2025-03-10T22:33:00Z,critical,Attaque détectée: Exploitation de Log4Shell.,apache,"IT-06685, IT-04821",CVE-2020-8366
event-01681,Maintenance - 1681,Maintenance,2025-04-07T11:01:00Z,critical,Maintenance planifiée: Sauvegarde des données.,suricata,IT-07299,
event-01682,Panne Système - 1682,Panne Système,2025-04-20T22:35:00Z,high,Panne système: Serveur hors ligne.,suricata,IT-03343,
event-01683,Incident - 1683,Incident,2025-04-27T21:52:00Z,high,Incident détecté: Accès non autorisé.,sysmon,IT-05801,CVE-2022-2053
event-01684,Maintenance - 1684,Maintenance,2025-11-07T10:33:00Z,medium,Maintenance planifiée: Mise à jour du serveur.,manual,IT-04334,
event-01685,Alerte - 1685,Alerte,2025-04-11T15:33:00Z,low,Alerte générée: Scan de port.,sysmon,"IT-01742, IT-00686",T9225
event-01686,Incident - 1686,Incident,2025-04-02T09:29:00Z,high,Incident détecté: Exécution de commande suspecte.,apache,IT-09710,CVE-2022-3172
event-01687,Incident - 1687,Incident,2025-07-08T06:38:00Z,critical,Incident détecté: Exécution de commande suspecte.,manual,"IT-06523, IT-08464",T8515
event-01688,Attaque Détectée - 1688,Attaque Détectée,2025-09-07T05:36:00Z,low,Attaque détectée: Tentative de ZeroLogon.,suricata,"IT-07037, IT-09930",T6968
event-01689,Panne Système - 1689,Panne Système,2025-08-27T10:49:00Z,high,Panne système: Réseau indisponible.,manual,"IT-08975, IT-04203",
event-01690,Maintenance - 1690,Maintenance,2025-10-01T14:32:00Z,critical,Maintenance planifiée: Sauvegarde des données.,sysmon,IT-09599,
event-01691,Incident - 1691,Incident,2025-03-25T23:31:00Z,low,Incident détecté: Exécution de commande suspecte.,sysmon,IT-08218,T2418
event-01692,Alerte - 1692,Alerte,2025-12-05T18:01:00Z,medium,Alerte générée: Tentative de brute-force.,manual,IT-04805,CVE-2025-2184
event-01693,Attaque Détectée - 1693,Attaque Détectée,2025-11-14T11:28:00Z,medium,Attaque détectée: Attaque par force brute.,suricata,"IT-02190, IT-00471",T8508
event-01694,Panne Système - 1694,Panne Système,2025-12-11T15:01:00Z,low,Panne système: Base de données inaccessible.,firewall,"IT-04283, IT-03595",
event-01695,Alerte - 1695,Alerte,2025-09-29T01:57:00Z,high,Alerte générée: Requête SQL suspecte.,apache,IT-04723,CVE-2023-5635
event-01696,Incident - 1696,Incident,2025-03-05T02:28:00Z,critical,Incident détecté: Exécution de commande suspecte.,sysmon,IT-02889,CVE-2021-5683
event-01697,Maintenance - 1697,Maintenance,2025-06-26T04:25:00Z,medium,Maintenance planifiée: Redémarrage du réseau.,manual,"IT-08959, IT-05088",
event-01698,Alerte - 1698,Alerte,2025-02-17T06:35:00Z,low,Alerte générée: Tentative de brute-force.,manual,"IT-03582, IT-07122",T5150
event-01699,Maintenance - 1699,Maintenance,2025-06-15T03:39:00Z,high,Maintenance planifiée: Sauvegarde des données.,apache,IT-08856,
event-01700,Alerte - 1700,Alerte,2025-07-09T18:14:00Z,low,Alerte générée: Requête SQL suspecte.,apache,IT-00537,CVE-2023-8724
event-01701,Maintenance - 1701,Maintenance,2025-01-23T00:16:00Z,high,Maintenance planifiée: Redémarrage du réseau.,apache,IT-05874,
event-01702,Maintenance - 1702,Maintenance,2025-08-29T00:38:00Z,medium,Maintenance planifiée: Sauvegarde des données.,apache,"IT-06430, IT-04458",
event-01703,Attaque Détectée - 1703,Attaque Détectée,2025-03-16T21:32:00Z,critical,Attaque détectée: Exploitation de Log4Shell.,manual,IT-03282,T1262
event-01704,Attaque Détectée - 1704,Attaque Détectée,2025-02-12T15:29:00Z,critical,Attaque détectée: Exploitation de Log4Shell.,firewall,"IT-08257, IT-01254",T6266
event-01705,Panne Système - 1705,Panne Système,2025-02-04T08:24:00Z,critical,Panne système: Serveur hors ligne.,firewall,IT-02476,
event-01706,Maintenance - 1706,Maintenance,2025-06-01T12:25:00Z,critical,Maintenance planifiée: Sauvegarde des données.,apache,"IT-06691, IT-04655",
event-01707,Panne Système - 1707,Panne Système,2025-06-10T04:15:00Z,high,Panne système: Base de données inaccessible.,apache,IT-03739,
event-01708,Alerte - 1708,Alerte,2025-01-12T11:57:00Z,high,Alerte générée: Scan de port.,apache,IT-08233,T7373
event-01709,Maintenance - 1709,Maintenance,2025-05-03T01:11:00Z,critical,Maintenance planifiée: Mise à jour du serveur.,suricata,"IT-03972, IT-01550",
event-01710,Maintenance - 1710,Maintenance,2025-09-16T03:02:00Z,medium,Maintenance planifiée: Mise à jour du serveur.,apache,IT-08120,
event-01711,Alerte - 1711,Alerte,2025-07-31T15:06:00Z,medium,Alerte générée: Tentative de brute-force.,firewall,IT-07128,CVE-2021-2927
event-01712,Attaque Détectée - 1712,Attaque Détectée,2025-02-04T13:09:00Z,critical,Attaque détectée: Attaque par force brute.,sysmon,"IT-02395, IT-09197",CVE-2024-2815
event-01713,Maintenance - 1713,Maintenance,2025-09-19T15:20:00Z,high,Maintenance planifiée: Mise à jour du serveur.,apache,"IT-02755, IT-06772",
event-01714,Attaque Détectée - 1714,Attaque Détectée,2025-11-10T22:43:00Z,medium,Attaque détectée: Exploitation de Log4Shell.,suricata,"IT-02865, IT-05118",T7576
event-01715,Alerte - 1715,Alerte,2025-06-04T13:18:00Z,high,Alerte générée: Scan de port.,sysmon,"IT-00095, IT-00805",CVE-2020-3947
event-01716,Alerte - 1716,Alerte,2025-10-07T11:12:00Z,medium,Alerte générée: Requête SQL suspecte.,apache,"IT-08765, IT-09146",CVE-2020-6812
event-01717,Maintenance - 1717,Maintenance,2025-03-10T10:17:00Z,medium,Maintenance planifiée: Sauvegarde des données.,firewall,IT-05413,
event-01718,Maintenance - 1718,Maintenance,2025-08-12T18:06:00Z,high,Maintenance planifiée: Redémarrage du réseau.,suricata,"IT-07980, IT-04490",
event-01719,Maintenance - 1719,Maintenance,2025-07-14T02:34:00Z,medium,Maintenance planifiée: Redémarrage du réseau.,apache,"IT-05896, IT-05467",
event-01720,Maintenance - 1720,Maintenance,2025-11-14T02:33:00Z,high,Maintenance planifiée: Sauvegarde des données.,apache,"IT-04505, IT-03401",
event-01721,Attaque Détectée - 1721,Attaque Détectée,2025-03-25T03:11:00Z,critical,Attaque détectée: Attaque par force brute.,sysmon,IT-02416,T2310
event-01722,Incident - 1722,Incident,2025-04-04T09:25:00Z,medium,Incident détecté: Accès non autorisé.,firewall,IT-07388,CVE-2021-6046
event-01723,Maintenance - 1723,Maintenance,2025-06-04T02:48:00Z,critical,Maintenance planifiée: Sauvegarde des données.,sysmon,IT-03015,
event-01724,Alerte - 1724,Alerte,2025-02-10T14:29:00Z,medium,Alerte générée: Tentative de brute-force.,suricata,"IT-04213, IT-05984",CVE-2024-3576
event-01725,Incident - 1725,Incident,2025-12-19T08:04:00Z,critical,Incident détecté: Exécution de commande suspecte.,manual,IT-07706,CVE-2025-3471
event-01726,Panne Système - 1726,Panne Système,2025-01-28T03:53:00Z,critical,Panne système: Serveur hors ligne.,firewall,IT-07088,
event-01727,Alerte - 1727,Alerte,2025-11-22T00:38:00Z,high,Alerte générée: Requête SQL suspecte.,sysmon,IT-02569,T8517
event-01728,Maintenance - 1728,Maintenance,2025-06-18T22:04:00Z,low,Maintenance planifiée: Redémarrage du réseau.,firewall,IT-03087,
event-01729,Attaque Détectée - 1729,Attaque Détectée,2025-12-12T05:27:00Z,high,Attaque détectée: Exploitation de Log4Shell.,firewall,IT-00844,CVE-2025-9800
event-01730,Maintenance - 1730,Maintenance,2025-07-16T01:14:00Z,medium,Maintenance planifiée: Sauvegarde des données.,apache,IT-04161,
event-01731,Alerte - 1731,Alerte,2025-11-13T17:24:00Z,low,Alerte générée: Tentative de brute-force.,sysmon,"IT-09120, IT-03997",T5552
event-01732,Attaque Détectée - 1732,Attaque Détectée,2025-02-17T20:46:00Z,critical,Attaque détectée: Attaque par force brute.,apache,"IT-04013, IT-04989",T1955
event-01733,Attaque Détectée - 1733,Attaque Détectée,2025-01-14T17:36:00Z,high,Attaque détectée: Attaque par force brute.,suricata,IT-07924,T6582
event-01734,Incident - 1734,Incident,2025-10-31T02:34:00Z,low,Incident détecté: Exécution de commande suspecte.,apache,"IT-01035, IT-04026",T6093
event-01735,Incident - 1735,Incident,2025-03-19T02:51:00Z,medium,Incident détecté: Accès non autorisé.,firewall,IT-05062,T8676
event-01736,Panne Système - 1736,Panne Système,2025-01-26T16:59:00Z,medium,Panne système: Réseau indisponible.,sysmon,IT-03845,
event-01737,Attaque Détectée - 1737,Attaque Détectée,2025-11-20T16:47:00Z,high,Attaque détectée: Attaque par force brute.,suricata,"IT-01701, IT-00832",CVE-2020-6574
event-01738,Incident - 1738,Incident,2025-11-24T17:28:00Z,critical,Incident détecté: Exécution de commande suspecte.,apache,IT-06502,CVE-2020-6574
event-01739,Maintenance - 1739,Maintenance,2025-03-21T20:11:00Z,low,Maintenance planifiée: Redémarrage du réseau.,manual,"IT-02084, IT-07333",
event-01740,Alerte - 1740,Alerte,2025-04-12T09:16:00Z,low,Alerte générée: Scan de port.,manual,"IT-09287, IT-04823",CVE-2021-4642
event-01741,Panne Système - 1741,Panne Système,2025-01-28T05:30:00Z,medium,Panne système: Serveur hors ligne.,manual,"IT-02579, IT-03732",
event-01742,Attaque Détectée - 1742,Attaque Détectée,2025-12-07T17:32:00Z,high,Attaque détectée: Exploitation de Log4Shell.,suricata,IT-07639,T1059
event-01743,Maintenance - 1743,Maintenance,2025-01-18T05:47:00Z,medium,Maintenance planifiée: Redémarrage du réseau.,manual,IT-06841,
event-01744,Maintenance - 1744,Maintenance,2025-08-10T16:47:00Z,critical,Maintenance planifiée: Sauvegarde des données.,suricata,IT-02962,
event-01745,Panne Système - 1745,Panne Système,2025-10-20T03:40:00Z,critical,Panne système: Réseau indisponible.,suricata,IT-03965,
event-01746,Maintenance - 1746,Maintenance,2025-03-29T03:17:00Z,low,Maintenance planifiée: Mise à jour du serveur.,firewall,IT-08930,
event-01747,Alerte - 1747,Alerte,2025-07-25T18:41:00Z,critical,Alerte générée: Requête SQL suspecte.,suricata,"IT-00740, IT-07629",CVE-2021-2075
event-01748,Alerte - 1748,Alerte,2025-02-08T13:04:00Z,low,Alerte générée: Requête SQL suspecte.,suricata,IT-02051,CVE-2022-4176
event-01749,Panne Système - 1749,Panne Système,2025-07-03T01:35:00Z,medium,Panne système: Réseau indisponible.,apache,"IT-06843, IT-08583",
event-01750,Panne Système - 1750,Panne Système,2025-11-24T18:06:00Z,critical,Panne système: Serveur hors ligne.,apache,IT-02610,
event-01751,Panne Système - 1751,Panne Système,2025-11-05T00:03:00Z,critical,Panne système: Réseau indisponible.,manual,"IT-01924, IT-02316",
event-01752,Attaque Détectée - 1752,Attaque Détectée,2025-01-02T03:33:00Z,critical,Attaque détectée: Attaque par force brute.,firewall,IT-06193,CVE-2023-7441
event-01753,Alerte - 1753,Alerte,2025-11-29T18:30:00Z,low,Alerte générée: Tentative de brute-force.,sysmon,IT-01860,CVE-2022-2986
event-01754,Alerte - 1754,Alerte,2025-03-09T20:45:00Z,high,Alerte générée: Requête SQL suspecte.,sysmon,"IT-06813, IT-05971",T1044
event-01755,Alerte - 1755,Alerte,2025-02-20T19:52:00Z,medium,Alerte générée: Requête SQL suspecte.,firewall,"IT-06192, IT-03616",T8520
event-01756,Attaque Détectée - 1756,Attaque Détectée,2025-05-13T02:12:00Z,high,Attaque détectée: Tentative de ZeroLogon.,apache,"IT-09008, IT-03775",CVE-2024-3145
event-01757,Attaque Détectée - 1757,Attaque Détectée,2025-07-25T15:53:00Z,low,Attaque détectée: Attaque par force brute.,apache,IT-06239,T5375
event-01758,Attaque Détectée - 1758,Attaque Détectée,2025-03-14T11:42:00Z,medium,Attaque détectée: Tentative de ZeroLogon.,suricata,"IT-01083, IT-07055",T7721
event-01759,Attaque Détectée - 1759,Attaque Détectée,2025-01-01T04:37:00Z,high,Attaque détectée: Attaque par force brute.,firewall,"IT-07141, IT-01891",CVE-2024-4344
event-01760,Attaque Détectée - 1760,Attaque Détectée,2025-07-11T01:20:00Z,medium,Attaque détectée: Exploitation de Log4Shell.,sysmon,"IT-05881, IT-01831",CVE-2025-3471
event-01761,Attaque Détectée - 1761,Attaque Détectée,2025-10-22T06:26:00Z,high,Attaque détectée: Attaque par force brute.,sysmon,"IT-02439, IT-03223",T6266
event-01762,Maintenance - 1762,Maintenance,2025-01-19T01:10:00Z,medium,Maintenance planifiée: Sauvegarde des données.,apache,"IT-06649, IT-04559",
event-01763,Alerte - 1763,Alerte,2025-05-23T02:11:00Z,critical,Alerte générée: Requête SQL suspecte.,apache,IT-01715,T1614
event-01764,Alerte - 1764,Alerte,2025-02-08T21:28:00Z,high,Alerte générée: Tentative de brute-force.,manual,IT-00297,CVE-2024-1730
event-01765,Incident - 1765,Incident,2025-04-10T12:54:00Z,low,Incident détecté: Trafic réseau anormal.,firewall,"IT-04428, IT-09131",CVE-2021-4524
event-01766,Attaque Détectée - 1766,Attaque Détectée,2025-07-18T19:42:00Z,critical,Attaque détectée: Attaque par force brute.,sysmon,IT-01932,CVE-2020-7359
event-01767,Panne Système - 1767,Panne Système,2025-03-01T01:06:00Z,medium,Panne système: Serveur hors ligne.,suricata,IT-05675,
event-01768,Maintenance - 1768,Maintenance,2025-08-27T04:35:00Z,medium,Maintenance planifiée: Sauvegarde des données.,apache,"IT-06119, IT-08033",
event-01769,Alerte - 1769,Alerte,2025-06-19T10:34:00Z,high,Alerte générée: Tentative de brute-force.,firewall,"IT-04249, IT-01199",T9225
event-01770,Attaque Détectée - 1770,Attaque Détectée,2025-10-25T21:57:00Z,low,Attaque détectée: Tentative de ZeroLogon.,apache,IT-02066,CVE-2022-3918
event-01771,Panne Système - 1771,Panne Système,2025-10-02T08:12:00Z,low,Panne système: Serveur hors ligne.,manual,IT-01581,
event-01772,Maintenance - 1772,Maintenance,2025-09-25T16:14:00Z,medium,Maintenance planifiée: Mise à jour du serveur.,manual,"IT-08969, IT-06507",
event-01773,Maintenance - 1773,Maintenance,2025-06-19T10:47:00Z,low,Maintenance planifiée: Sauvegarde des données.,manual,IT-07713,
event-01774,Maintenance - 1774,Maintenance,2025-08-22T12:13:00Z,critical,Maintenance planifiée: Sauvegarde des données.,sysmon,IT-08791,
event-01775,Alerte - 1775,Alerte,2025-01-24T14:04:00Z,medium,Alerte générée: Requête SQL suspecte.,manual,IT-06465,T6175
event-01776,Maintenance - 1776,Maintenance,2025-12-31T10:37:00Z,medium,Maintenance planifiée: Sauvegarde des données.,sysmon,IT-00633,
event-01777,Attaque Détectée - 1777,Attaque Détectée,2025-07-16T16:40:00Z,medium,Attaque détectée: Exploitation de Log4Shell.,apache,IT-00370,CVE-2020-4520
event-01778,Maintenance - 1778,Maintenance,2025-02-01T03:01:00Z,low,Maintenance planifiée: Redémarrage du réseau.,apache,"IT-06892, IT-09617",
event-01779,Panne Système - 1779,Panne Système,2025-08-28T01:05:00Z,medium,Panne système: Serveur hors ligne.,sysmon,"IT-05342, IT-06802",
event-01780,Incident - 1780,Incident,2025-09-09T08:35:00Z,high,Incident détecté: Trafic réseau anormal.,manual,IT-05013,T2077
event-01781,Incident - 1781,Incident,2025-05-01T20:45:00Z,high,Incident détecté: Trafic réseau anormal.,firewall,IT-07413,T4915
event-01782,Attaque Détectée - 1782,Attaque Détectée,2025-05-07T03:22:00Z,high,Attaque détectée: Exploitation de Log4Shell.,suricata,IT-09482,T1654
event-01783,Maintenance - 1783,Maintenance,2025-01-31T20:38:00Z,low,Maintenance planifiée: Redémarrage du réseau.,manual,IT-03915,
event-01784,Attaque Détectée - 1784,Attaque Détectée,2025-05-23T10:17:00Z,critical,Attaque détectée: Tentative de ZeroLogon.,suricata,"IT-02192, IT-02601",T3477
event-01785,Alerte - 1785,Alerte,2025-09-02T18:53:00Z,low,Alerte générée: Requête SQL suspecte.,manual,"IT-04211, IT-04870",CVE-2020-1261
event-01786,Alerte - 1786,Alerte,2025-02-05T05:26:00Z,low,Alerte générée: Tentative de brute-force.,suricata,"IT-01520, IT-03634",T4854
event-01787,Panne Système - 1787,Panne Système,2025-03-02T18:55:00Z,critical,Panne système: Réseau indisponible.,manual,IT-02429,
event-01788,Maintenance - 1788,Maintenance,2025-07-11T03:02:00Z,medium,Maintenance planifiée: Redémarrage du réseau.,manual,"IT-06196, IT-08480",
event-01789,Panne Système - 1789,Panne Système,2025-08-28T07:01:00Z,medium,Panne système: Serveur hors ligne.,firewall,IT-05230,
event-01790,Alerte - 1790,Alerte,2025-12-23T04:06:00Z,medium,Alerte générée: Requête SQL suspecte.,sysmon,"IT-06794, IT-06459",T4651
event-01791,Attaque Détectée - 1791,Attaque Détectée,2025-03-02T01:50:00Z,medium,Attaque détectée: Attaque par force brute.,apache,IT-07325,T8290
event-01792,Alerte - 1792,Alerte,2025-11-10T16:18:00Z,critical,Alerte générée: Requête SQL suspecte.,apache,"IT-03136, IT-03451",T2234
event-01793,Incident - 1793,Incident,2025-10-23T16:38:00Z,medium,Incident détecté: Trafic réseau anormal.,suricata,"IT-04048, IT-09710",T4915
event-01794,Incident - 1794,Incident,2025-08-03T11:12:00Z,critical,Incident détecté: Trafic réseau anormal.,suricata,"IT-06649, IT-06280",CVE-2020-8062
event-01795,Alerte - 1795,Alerte,2025-02-08T02:02:00Z,critical,Alerte générée: Scan de port.,suricata,"IT-05780, IT-06490",CVE-2023-1030
event-01796,Panne Système - 1796,Panne Système,2025-05-29T15:02:00Z,medium,Panne système: Réseau indisponible.,apache,"IT-05931, IT-01829",
event-01797,Incident - 1797,Incident,2025-12-12T01:33:00Z,low,Incident détecté: Exécution de commande suspecte.,apache,"IT-06173, IT-09697",CVE-2020-9738
event-01798,Attaque Détectée - 1798,Attaque Détectée,2025-02-02T10:01:00Z,medium,Attaque détectée: Exploitation de Log4Shell.,firewall,IT-06806,T9226
event-01799,Maintenance - 1799,Maintenance,2025-05-16T13:16:00Z,high,Maintenance planifiée: Redémarrage du réseau.,firewall,"IT-09612, IT-00289",
event-01800,Panne Système - 1800,Panne Système,2025-08-26T21:34:00Z,medium,Panne système: Serveur hors ligne.,firewall,"IT-05783, IT-07532",
event-01801,Incident - 1801,Incident,2025-01-21T04:17:00Z,critical,Incident détecté: Accès non autorisé.,firewall,IT-09147,CVE-2024-1362
event-01802,Panne Système - 1802,Panne Système,2025-08-10T05:55:00Z,critical,Panne système: Serveur hors ligne.,sysmon,"IT-02091, IT-06168",
event-01803,Panne Système - 1803,Panne Système,2025-03-14T07:01:00Z,high,Panne système: Réseau indisponible.,firewall,"IT-08003, IT-01862",
event-01804,Panne Système - 1804,Panne Système,2025-12-26T05:46:00Z,critical,Panne système: Réseau indisponible.,manual,IT-01172,
event-01805,Alerte - 1805,Alerte,2025-04-19T11:01:00Z,critical,Alerte générée: Scan de port.,suricata,"IT-09934, IT-03202",CVE-2025-9346
event-01806,Panne Système - 1806,Panne Système,2025-12-24T04:31:00Z,low,Panne système: Base de données inaccessible.,suricata,IT-07447,
event-01807,Incident - 1807,Incident,2025-06-24T07:20:00Z,medium,Incident détecté: Exécution de commande suspecte.,apache,IT-05353,T8324
event-01808,Alerte - 1808,Alerte,2025-07-22T06:00:00Z,low,Alerte générée: Requête SQL suspecte.,sysmon,IT-05304,T9312
event-01809,Panne Système - 1809,Panne Système,2025-04-21T21:56:00Z,critical,Panne système: Base de données inaccessible.,apache,IT-08360,
event-01810,Incident - 1810,Incident,2025-10-23T11:19:00Z,high,Incident détecté: Accès non autorisé.,sysmon,"IT-03126, IT-01566",T6752
event-01811,Attaque Détectée - 1811,Attaque Détectée,2025-09-14T04:30:00Z,critical,Attaque détectée: Tentative de ZeroLogon.,firewall,IT-04159,T8694
event-01812,Attaque Détectée - 1812,Attaque Détectée,2025-07-11T02:13:00Z,high,Attaque détectée: Attaque par force brute.,suricata,IT-05123,CVE-2025-5689
event-01813,Panne Système - 1813,Panne Système,2025-07-14T12:33:00Z,low,Panne système: Réseau indisponible.,manual,IT-06424,
event-01814,Panne Système - 1814,Panne Système,2025-06-29T11:11:00Z,medium,Panne système: Base de données inaccessible.,apache,IT-08332,
event-01815,Maintenance - 1815,Maintenance,2025-11-26T06:40:00Z,medium,Maintenance planifiée: Redémarrage du réseau.,apache,IT-04473,
event-01816,Panne Système - 1816,Panne Système,2025-11-13T20:14:00Z,critical,Panne système: Base de données inaccessible.,sysmon,IT-04390,
event-01817,Attaque Détectée - 1817,Attaque Détectée,2025-05-10T16:58:00Z,high,Attaque détectée: Exploitation de Log4Shell.,firewall,"IT-08796, IT-01458",CVE-2022-6930
event-01818,Maintenance - 1818,Maintenance,2025-02-15T08:34:00Z,medium,Maintenance planifiée: Mise à jour du serveur.,manual,IT-09791,
event-01819,Panne Système - 1819,Panne Système,2025-08-09T02:32:00Z,high,Panne système: Réseau indisponible.,manual,"IT-07287, IT-06331",
event-01820,Panne Système - 1820,Panne Système,2025-06-30T07:44:00Z,critical,Panne système: Base de données inaccessible.,sysmon,IT-07912,
event-01821,Maintenance - 1821,Maintenance,2025-11-12T22:49:00Z,low,Maintenance planifiée: Sauvegarde des données.,firewall,"IT-07227, IT-04972",
event-01822,Panne Système - 1822,Panne Système,2025-06-11T01:46:00Z,low,Panne système: Base de données inaccessible.,sysmon,IT-09614,
event-01823,Attaque Détectée - 1823,Attaque Détectée,2025-06-26T18:46:00Z,low,Attaque détectée: Attaque par force brute.,sysmon,"IT-01842, IT-01394",CVE-2025-5888
event-01824,Alerte - 1824,Alerte,2025-05-25T00:26:00Z,critical,Alerte générée: Requête SQL suspecte.,manual,"IT-06195, IT-04212",CVE-2023-6002
event-01825,Alerte - 1825,Alerte,2025-04-14T09:09:00Z,low,Alerte générée: Requête SQL suspecte.,firewall,IT-04983,T1227
event-01826,Maintenance - 1826,Maintenance,2025-07-12T22:13:00Z,medium,Maintenance planifiée: Mise à jour du serveur.,apache,"IT-02720, IT-06764",
event-01827,Attaque Détectée - 1827,Attaque Détectée,2025-07-11T15:35:00Z,high,Attaque détectée: Tentative de ZeroLogon.,suricata,"IT-09976, IT-08485",CVE-2022-6319
event-01828,Incident - 1828,Incident,2025-12-14T19:00:00Z,critical,Incident détecté: Exécution de commande suspecte.,firewall,"IT-03752, IT-01992",T2712
event-01829,Incident - 1829,Incident,2025-03-11T18:34:00Z,critical,Incident détecté: Accès non autorisé.,apache,IT-03370,CVE-2020-2995
event-01830,Panne Système - 1830,Panne Système,2025-10-13T14:20:00Z,high,Panne système: Serveur hors ligne.,firewall,"IT-00766, IT-04427",
event-01831,Panne Système - 1831,Panne Système,2025-03-25T20:43:00Z,low,Panne système: Réseau indisponible.,sysmon,"IT-01009, IT-02648",
event-01832,Incident - 1832,Incident,2025-12-30T00:41:00Z,low,Incident détecté: Exécution de commande suspecte.,manual,"IT-02127, IT-01017",CVE-2020-5322
event-01833,Panne Système - 1833,Panne Système,2025-01-19T00:53:00Z,high,Panne système: Réseau indisponible.,sysmon,IT-01616,
event-01834,Attaque Détectée - 1834,Attaque Détectée,2025-08-29T04:25:00Z,high,Attaque détectée: Tentative de ZeroLogon.,sysmon,IT-09872,T7165
event-01835,Maintenance - 1835,Maintenance,2025-12-13T18:07:00Z,medium,Maintenance planifiée: Redémarrage du réseau.,manual,IT-06878,
